"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY INDIA CONSUMPTION","18 Apr 2013","25.14","3.98","1.17"
"NIFTY INDIA CONSUMPTION","17 Apr 2013","24.84","3.93","1.18"
"NIFTY INDIA CONSUMPTION","16 Apr 2013","24.48","3.88","1.20"
"NIFTY INDIA CONSUMPTION","15 Apr 2013","24.03","3.81","1.22"
"NIFTY INDIA CONSUMPTION","12 Apr 2013","24.02","3.81","1.22"
"NIFTY INDIA CONSUMPTION","11 Apr 2013","23.90","3.79","1.23"
"NIFTY INDIA CONSUMPTION","10 Apr 2013","23.89","3.78","1.23"
"NIFTY INDIA CONSUMPTION","09 Apr 2013","23.75","3.76","1.23"
"NIFTY INDIA CONSUMPTION","08 Apr 2013","23.98","3.80","1.22"
"NIFTY INDIA CONSUMPTION","05 Apr 2013","23.81","3.77","1.23"
"NIFTY INDIA CONSUMPTION","04 Apr 2013","23.80","3.77","1.23"
"NIFTY INDIA CONSUMPTION","03 Apr 2013","24.11","3.82","1.21"
"NIFTY INDIA CONSUMPTION","02 Apr 2013","24.38","3.86","1.20"
"NIFTY INDIA CONSUMPTION","01 Apr 2013","24.34","3.86","1.20"
"NIFTY INDIA CONSUMPTION","28 Mar 2013","24.36","3.85","1.22"
"NIFTY INDIA CONSUMPTION","26 Mar 2013","24.29","3.84","1.22"
"NIFTY INDIA CONSUMPTION","25 Mar 2013","24.19","3.83","1.23"
"NIFTY INDIA CONSUMPTION","22 Mar 2013","24.31","3.85","1.22"
"NIFTY INDIA CONSUMPTION","21 Mar 2013","24.29","3.84","1.22"
"NIFTY INDIA CONSUMPTION","20 Mar 2013","24.47","3.87","1.22"
"NIFTY INDIA CONSUMPTION","19 Mar 2013","24.65","3.90","1.21"
"NIFTY INDIA CONSUMPTION","18 Mar 2013","25.05","3.96","1.19"
"NIFTY INDIA CONSUMPTION","15 Mar 2013","25.15","3.98","1.18"
"NIFTY INDIA CONSUMPTION","14 Mar 2013","25.10","3.97","1.19"
"NIFTY INDIA CONSUMPTION","13 Mar 2013","24.95","3.95","1.19"
"NIFTY INDIA CONSUMPTION","12 Mar 2013","25.12","3.97","1.18"
"NIFTY INDIA CONSUMPTION","11 Mar 2013","25.25","3.99","1.18"
"NIFTY INDIA CONSUMPTION","08 Mar 2013","25.19","3.98","1.18"
"NIFTY INDIA CONSUMPTION","07 Mar 2013","24.87","3.93","1.19"
"NIFTY INDIA CONSUMPTION","06 Mar 2013","24.70","3.90","1.20"
"NIFTY INDIA CONSUMPTION","05 Mar 2013","24.82","3.92","1.20"
"NIFTY INDIA CONSUMPTION","04 Mar 2013","24.55","3.88","1.21"
"NIFTY INDIA CONSUMPTION","01 Mar 2013","24.73","3.91","1.20"
"NIFTY INDIA CONSUMPTION","28 Feb 2013","24.40","3.86","1.22"
"NIFTY INDIA CONSUMPTION","27 Feb 2013","24.71","3.91","1.20"
"NIFTY INDIA CONSUMPTION","26 Feb 2013","24.46","3.87","1.21"
"NIFTY INDIA CONSUMPTION","25 Feb 2013","24.77","3.92","1.20"
"NIFTY INDIA CONSUMPTION","22 Feb 2013","24.80","3.92","1.20"
"NIFTY INDIA CONSUMPTION","21 Feb 2013","24.78","3.92","1.20"
"NIFTY INDIA CONSUMPTION","20 Feb 2013","25.13","3.98","1.18"
"NIFTY INDIA CONSUMPTION","19 Feb 2013","25.19","3.98","1.18"
"NIFTY INDIA CONSUMPTION","18 Feb 2013","25.04","3.96","1.18"
"NIFTY INDIA CONSUMPTION","15 Feb 2013","25.04","3.96","1.18"
"NIFTY INDIA CONSUMPTION","14 Feb 2013","25.00","3.96","1.19"
"NIFTY INDIA CONSUMPTION","13 Feb 2013","25.16","3.98","1.18"
"NIFTY INDIA CONSUMPTION","12 Feb 2013","25.11","4.02","1.17"
"NIFTY INDIA CONSUMPTION","11 Feb 2013","25.17","4.00","1.17"
"NIFTY INDIA CONSUMPTION","08 Feb 2013","25.31","4.02","1.17"
"NIFTY INDIA CONSUMPTION","07 Feb 2013","25.53","4.05","1.16"
"NIFTY INDIA CONSUMPTION","06 Feb 2013","25.74","4.08","1.15"
"NIFTY INDIA CONSUMPTION","05 Feb 2013","25.72","4.07","1.15"
"NIFTY INDIA CONSUMPTION","04 Feb 2013","25.89","4.09","1.15"
"NIFTY INDIA CONSUMPTION","01 Feb 2013","25.89","4.09","1.15"
"NIFTY INDIA CONSUMPTION","31 Jan 2013","25.56","4.08","1.15"
"NIFTY INDIA CONSUMPTION","30 Jan 2013","25.56","4.08","1.15"
"NIFTY INDIA CONSUMPTION","29 Jan 2013","25.75","4.09","1.15"
"NIFTY INDIA CONSUMPTION","28 Jan 2013","25.92","4.11","1.14"
"NIFTY INDIA CONSUMPTION","25 Jan 2013","26.15","4.11","1.14"
"NIFTY INDIA CONSUMPTION","24 Jan 2013","25.82","4.06","1.16"
"NIFTY INDIA CONSUMPTION","23 Jan 2013","26.51","4.10","1.14"
"NIFTY INDIA CONSUMPTION","22 Jan 2013","26.41","4.09","1.15"
"NIFTY INDIA CONSUMPTION","21 Jan 2013","26.58","4.12","1.14"
"NIFTY INDIA CONSUMPTION","18 Jan 2013","26.39","4.09","1.15"
"NIFTY INDIA CONSUMPTION","17 Jan 2013","26.43","4.10","1.15"
"NIFTY INDIA CONSUMPTION","16 Jan 2013","26.40","4.09","1.15"
"NIFTY INDIA CONSUMPTION","15 Jan 2013","26.79","4.15","1.13"
"NIFTY INDIA CONSUMPTION","14 Jan 2013","26.64","4.12","1.14"
"NIFTY INDIA CONSUMPTION","11 Jan 2013","26.47","4.06","1.14"
"NIFTY INDIA CONSUMPTION","10 Jan 2013","26.86","4.12","1.12"
"NIFTY INDIA CONSUMPTION","09 Jan 2013","26.91","4.13","1.12"
"NIFTY INDIA CONSUMPTION","08 Jan 2013","27.09","4.15","1.11"
"NIFTY INDIA CONSUMPTION","07 Jan 2013","27.01","4.14","1.12"
"NIFTY INDIA CONSUMPTION","04 Jan 2013","27.07","4.15","1.11"
"NIFTY INDIA CONSUMPTION","03 Jan 2013","27.07","4.15","1.11"
"NIFTY INDIA CONSUMPTION","02 Jan 2013","27.02","4.14","1.11"
"NIFTY INDIA CONSUMPTION","01 Jan 2013","26.90","4.13","1.12"
"NIFTY INDIA CONSUMPTION","31 Dec 2012","26.68","4.09","1.13"
"NIFTY INDIA CONSUMPTION","28 Dec 2012","26.62","4.08","1.13"
"NIFTY INDIA CONSUMPTION","27 Dec 2012","26.52","4.07","1.14"
"NIFTY INDIA CONSUMPTION","26 Dec 2012","26.70","4.09","1.13"
"NIFTY INDIA CONSUMPTION","24 Dec 2012","26.49","4.06","1.14"
"NIFTY INDIA CONSUMPTION","21 Dec 2012","26.40","4.05","1.14"
"NIFTY INDIA CONSUMPTION","20 Dec 2012","26.76","4.10","1.13"
"NIFTY INDIA CONSUMPTION","19 Dec 2012","26.68","4.09","1.13"
"NIFTY INDIA CONSUMPTION","18 Dec 2012","26.48","4.06","1.14"
"NIFTY INDIA CONSUMPTION","17 Dec 2012","26.24","4.02","1.15"
"NIFTY INDIA CONSUMPTION","14 Dec 2012","26.29","4.03","1.15"
"NIFTY INDIA CONSUMPTION","13 Dec 2012","26.33","4.04","1.14"
"NIFTY INDIA CONSUMPTION","12 Dec 2012","26.53","4.07","1.14"
"NIFTY INDIA CONSUMPTION","11 Dec 2012","26.43","4.05","1.14"
"NIFTY INDIA CONSUMPTION","10 Dec 2012","26.39","4.05","1.14"
"NIFTY INDIA CONSUMPTION","07 Dec 2012","26.36","4.01","1.13"
"NIFTY INDIA CONSUMPTION","06 Dec 2012","26.43","4.02","1.13"
"NIFTY INDIA CONSUMPTION","05 Dec 2012","26.38","4.01","1.13"
"NIFTY INDIA CONSUMPTION","04 Dec 2012","26.50","4.03","1.13"
"NIFTY INDIA CONSUMPTION","03 Dec 2012","26.33","4.00","1.13"
"NIFTY INDIA CONSUMPTION","30 Nov 2012","26.29","4.00","1.13"
"NIFTY INDIA CONSUMPTION","29 Nov 2012","26.24","3.99","1.14"
"NIFTY INDIA CONSUMPTION","27 Nov 2012","25.96","3.95","1.15"
"NIFTY INDIA CONSUMPTION","26 Nov 2012","25.47","3.87","1.17"
"NIFTY INDIA CONSUMPTION","23 Nov 2012","25.21","3.86","1.18"
"NIFTY INDIA CONSUMPTION","22 Nov 2012","25.06","3.84","1.19"
"NIFTY INDIA CONSUMPTION","21 Nov 2012","24.98","3.82","1.19"
"NIFTY INDIA CONSUMPTION","20 Nov 2012","24.82","3.80","1.20"
"NIFTY INDIA CONSUMPTION","19 Nov 2012","24.78","3.80","1.20"
"NIFTY INDIA CONSUMPTION","16 Nov 2012","24.69","3.79","1.20"
"NIFTY INDIA CONSUMPTION","15 Nov 2012","24.93","3.83","1.19"
"NIFTY INDIA CONSUMPTION","13 Nov 2012","24.90","3.82","1.19"
"NIFTY INDIA CONSUMPTION","12 Nov 2012","24.80","3.81","1.20"
"NIFTY INDIA CONSUMPTION","09 Nov 2012","24.39","3.76","1.21"
"NIFTY INDIA CONSUMPTION","08 Nov 2012","24.60","3.80","1.20"
"NIFTY INDIA CONSUMPTION","07 Nov 2012","24.55","3.79","1.20"
"NIFTY INDIA CONSUMPTION","06 Nov 2012","24.54","3.77","1.21"
"NIFTY INDIA CONSUMPTION","05 Nov 2012","24.49","3.76","1.21"
"NIFTY INDIA CONSUMPTION","02 Nov 2012","24.52","3.76","1.20"
"NIFTY INDIA CONSUMPTION","01 Nov 2012","24.40","3.74","1.21"
"NIFTY INDIA CONSUMPTION","31 Oct 2012","24.16","3.70","1.22"
"NIFTY INDIA CONSUMPTION","30 Oct 2012","23.98","3.67","1.23"
"NIFTY INDIA CONSUMPTION","29 Oct 2012","24.13","3.73","1.21"
"NIFTY INDIA CONSUMPTION","26 Oct 2012","24.09","3.72","1.21"
"NIFTY INDIA CONSUMPTION","25 Oct 2012","24.24","3.74","1.21"
"NIFTY INDIA CONSUMPTION","23 Oct 2012","24.20","3.80","1.21"
"NIFTY INDIA CONSUMPTION","22 Oct 2012","24.48","3.85","1.20"
"NIFTY INDIA CONSUMPTION","19 Oct 2012","24.31","3.83","1.21"
"NIFTY INDIA CONSUMPTION","18 Oct 2012","24.38","3.84","1.20"
"NIFTY INDIA CONSUMPTION","17 Oct 2012","24.24","3.82","1.21"
"NIFTY INDIA CONSUMPTION","16 Oct 2012","24.13","3.76","1.22"
"NIFTY INDIA CONSUMPTION","15 Oct 2012","24.15","3.83","1.39"
"NIFTY INDIA CONSUMPTION","12 Oct 2012","24.14","3.83","1.39"
"NIFTY INDIA CONSUMPTION","11 Oct 2012","24.17","3.83","1.39"
"NIFTY INDIA CONSUMPTION","10 Oct 2012","24.00","3.80","1.40"
"NIFTY INDIA CONSUMPTION","09 Oct 2012","24.21","3.84","1.39"
"NIFTY INDIA CONSUMPTION","08 Oct 2012","24.13","3.82","1.39"
"NIFTY INDIA CONSUMPTION","05 Oct 2012","24.24","3.84","1.39"
"NIFTY INDIA CONSUMPTION","04 Oct 2012","24.30","3.85","1.38"
"NIFTY INDIA CONSUMPTION","03 Oct 2012","24.19","3.86","1.39"
"NIFTY INDIA CONSUMPTION","01 Oct 2012","24.22","3.87","1.39"
"NIFTY INDIA CONSUMPTION","28 Sep 2012","24.18","3.86","1.39"
"NIFTY INDIA CONSUMPTION","27 Sep 2012","23.83","3.58","1.45"
"NIFTY INDIA CONSUMPTION","26 Sep 2012","23.63","3.58","1.46"
"NIFTY INDIA CONSUMPTION","25 Sep 2012","23.64","3.58","1.45"
"NIFTY INDIA CONSUMPTION","24 Sep 2012","23.58","3.57","1.46"
"NIFTY INDIA CONSUMPTION","21 Sep 2012","23.44","3.55","1.47"
"NIFTY INDIA CONSUMPTION","20 Sep 2012","23.05","3.49","1.49"
"NIFTY INDIA CONSUMPTION","18 Sep 2012","23.06","3.49","1.49"
"NIFTY INDIA CONSUMPTION","17 Sep 2012","22.95","3.47","1.50"
"NIFTY INDIA CONSUMPTION","14 Sep 2012","22.90","3.47","1.50"
"NIFTY INDIA CONSUMPTION","13 Sep 2012","22.71","3.44","1.51"
"NIFTY INDIA CONSUMPTION","12 Sep 2012","22.68","3.43","1.52"
"NIFTY INDIA CONSUMPTION","11 Sep 2012","22.67","3.43","1.52"
"NIFTY INDIA CONSUMPTION","10 Sep 2012","22.63","3.43","1.52"
"NIFTY INDIA CONSUMPTION","08 Sep 2012","22.54","3.42","1.52"
"NIFTY INDIA CONSUMPTION","07 Sep 2012","22.48","3.41","1.53"
"NIFTY INDIA CONSUMPTION","06 Sep 2012","22.26","3.38","1.54"
"NIFTY INDIA CONSUMPTION","05 Sep 2012","22.33","3.39","1.54"
"NIFTY INDIA CONSUMPTION","04 Sep 2012","22.27","3.38","1.54"
"NIFTY INDIA CONSUMPTION","03 Sep 2012","22.11","3.35","1.55"
"NIFTY INDIA CONSUMPTION","31 Aug 2012","22.07","3.35","1.56"
"NIFTY INDIA CONSUMPTION","30 Aug 2012","22.24","3.37","1.54"
"NIFTY INDIA CONSUMPTION","29 Aug 2012","22.18","3.36","1.55"
"NIFTY INDIA CONSUMPTION","28 Aug 2012","22.29","3.38","1.54"
"NIFTY INDIA CONSUMPTION","27 Aug 2012","22.31","3.39","1.54"
"NIFTY INDIA CONSUMPTION","24 Aug 2012","22.34","3.39","1.54"
"NIFTY INDIA CONSUMPTION","23 Aug 2012","22.40","3.40","1.53"
"NIFTY INDIA CONSUMPTION","22 Aug 2012","22.41","3.40","1.53"
"NIFTY INDIA CONSUMPTION","21 Aug 2012","22.71","3.42","1.53"
"NIFTY INDIA CONSUMPTION","17 Aug 2012","22.51","3.39","1.54"
"NIFTY INDIA CONSUMPTION","16 Aug 2012","22.47","3.39","1.54"
"NIFTY INDIA CONSUMPTION","14 Aug 2012","22.38","3.40","1.55"
"NIFTY INDIA CONSUMPTION","13 Aug 2012","22.41","3.42","1.49"
"NIFTY INDIA CONSUMPTION","10 Aug 2012","22.37","3.45","1.52"
"NIFTY INDIA CONSUMPTION","09 Aug 2012","22.40","3.46","1.52"
"NIFTY INDIA CONSUMPTION","08 Aug 2012","22.46","3.45","1.52"
"NIFTY INDIA CONSUMPTION","07 Aug 2012","22.55","3.46","1.52"
"NIFTY INDIA CONSUMPTION","06 Aug 2012","22.41","3.45","1.52"
"NIFTY INDIA CONSUMPTION","03 Aug 2012","22.35","3.44","1.53"
"NIFTY INDIA CONSUMPTION","02 Aug 2012","22.41","3.44","1.53"
"NIFTY INDIA CONSUMPTION","01 Aug 2012","22.33","3.43","1.53"
"NIFTY INDIA CONSUMPTION","31 Jul 2012","22.31","3.43","1.53"
"NIFTY INDIA CONSUMPTION","30 Jul 2012","22.24","3.43","1.53"
"NIFTY INDIA CONSUMPTION","27 Jul 2012","21.93","3.38","1.55"
"NIFTY INDIA CONSUMPTION","26 Jul 2012","21.87","3.37","1.56"
"NIFTY INDIA CONSUMPTION","25 Jul 2012","21.91","3.39","1.55"
"NIFTY INDIA CONSUMPTION","24 Jul 2012","22.04","3.41","1.53"
"NIFTY INDIA CONSUMPTION","23 Jul 2012","22.19","3.38","1.55"
"NIFTY INDIA CONSUMPTION","20 Jul 2012","22.71","3.45","1.52"
"NIFTY INDIA CONSUMPTION","19 Jul 2012","22.66","3.43","1.53"
"NIFTY INDIA CONSUMPTION","18 Jul 2012","22.81","3.45","1.52"
"NIFTY INDIA CONSUMPTION","17 Jul 2012","22.62","3.42","1.53"
"NIFTY INDIA CONSUMPTION","16 Jul 2012","22.66","3.43","1.53"
"NIFTY INDIA CONSUMPTION","13 Jul 2012","22.64","3.43","1.53"
"NIFTY INDIA CONSUMPTION","12 Jul 2012","22.67","3.43","1.53"
"NIFTY INDIA CONSUMPTION","11 Jul 2012","22.79","3.45","1.52"
"NIFTY INDIA CONSUMPTION","10 Jul 2012","22.96","3.48","1.51"
"NIFTY INDIA CONSUMPTION","09 Jul 2012","22.72","3.44","1.53"
"NIFTY INDIA CONSUMPTION","06 Jul 2012","23.02","3.49","1.51"
"NIFTY INDIA CONSUMPTION","05 Jul 2012","23.13","3.50","1.50"
"NIFTY INDIA CONSUMPTION","04 Jul 2012","23.09","3.50","1.50"
"NIFTY INDIA CONSUMPTION","03 Jul 2012","23.00","3.48","1.51"
"NIFTY INDIA CONSUMPTION","02 Jul 2012","22.84","3.46","1.52"
"NIFTY INDIA CONSUMPTION","29 Jun 2012","22.85","3.46","1.52"
"NIFTY INDIA CONSUMPTION","28 Jun 2012","22.34","3.38","1.55"
"NIFTY INDIA CONSUMPTION","27 Jun 2012","22.30","3.38","1.55"
"NIFTY INDIA CONSUMPTION","26 Jun 2012","22.21","3.36","1.56"
"NIFTY INDIA CONSUMPTION","25 Jun 2012","22.19","3.36","1.56"
"NIFTY INDIA CONSUMPTION","22 Jun 2012","22.31","3.38","1.55"
"NIFTY INDIA CONSUMPTION","21 Jun 2012","22.31","3.38","1.55"
"NIFTY INDIA CONSUMPTION","20 Jun 2012","22.13","3.35","1.57"
"NIFTY INDIA CONSUMPTION","19 Jun 2012","22.05","3.34","1.57"
"NIFTY INDIA CONSUMPTION","18 Jun 2012","21.95","3.32","1.58"
"NIFTY INDIA CONSUMPTION","15 Jun 2012","22.11","3.35","1.57"
"NIFTY INDIA CONSUMPTION","14 Jun 2012","21.85","3.31","1.58"
"NIFTY INDIA CONSUMPTION","13 Jun 2012","21.99","3.33","1.57"
"NIFTY INDIA CONSUMPTION","12 Jun 2012","22.03","3.34","1.57"
"NIFTY INDIA CONSUMPTION","11 Jun 2012","21.80","3.31","1.59"
"NIFTY INDIA CONSUMPTION","08 Jun 2012","21.77","3.31","1.59"
"NIFTY INDIA CONSUMPTION","07 Jun 2012","21.75","3.31","1.59"
"NIFTY INDIA CONSUMPTION","06 Jun 2012","21.55","3.26","1.61"
"NIFTY INDIA CONSUMPTION","05 Jun 2012","20.96","3.18","1.67"
"NIFTY INDIA CONSUMPTION","04 Jun 2012","20.90","3.18","1.66"
"NIFTY INDIA CONSUMPTION","01 Jun 2012","21.11","3.21","1.65"
"NIFTY INDIA CONSUMPTION","31 May 2012","21.57","3.26","1.62"
"NIFTY INDIA CONSUMPTION","30 May 2012","21.58","3.26","1.62"
"NIFTY INDIA CONSUMPTION","29 May 2012","21.82","3.27","1.62"
"NIFTY INDIA CONSUMPTION","28 May 2012","21.84","3.27","1.62"
"NIFTY INDIA CONSUMPTION","25 May 2012","21.55","3.23","1.64"
"NIFTY INDIA CONSUMPTION","24 May 2012","21.61","3.23","1.64"
"NIFTY INDIA CONSUMPTION","23 May 2012","20.92","3.20","1.65"
"NIFTY INDIA CONSUMPTION","22 May 2012","21.10","3.23","1.64"
"NIFTY INDIA CONSUMPTION","21 May 2012","21.38","3.27","1.62"
"NIFTY INDIA CONSUMPTION","18 May 2012","21.30","3.26","1.62"
"NIFTY INDIA CONSUMPTION","17 May 2012","21.38","3.27","1.62"
"NIFTY INDIA CONSUMPTION","16 May 2012","21.44","3.28","1.61"
"NIFTY INDIA CONSUMPTION","15 May 2012","21.71","3.32","1.59"
"NIFTY INDIA CONSUMPTION","14 May 2012","21.65","3.32","1.59"
"NIFTY INDIA CONSUMPTION","11 May 2012","21.47","3.31","1.60"
"NIFTY INDIA CONSUMPTION","10 May 2012","21.77","3.34","1.59"
"NIFTY INDIA CONSUMPTION","09 May 2012","21.81","3.34","1.59"
"NIFTY INDIA CONSUMPTION","08 May 2012","21.89","3.35","1.58"
"NIFTY INDIA CONSUMPTION","07 May 2012","22.23","3.40","1.56"
"NIFTY INDIA CONSUMPTION","04 May 2012","22.15","3.39","1.56"
"NIFTY INDIA CONSUMPTION","03 May 2012","22.50","3.44","1.54"
"NIFTY INDIA CONSUMPTION","02 May 2012","22.75","3.48","1.52"
"NIFTY INDIA CONSUMPTION","30 Apr 2012","22.61","3.47","1.53"
"NIFTY INDIA CONSUMPTION","28 Apr 2012","22.53","3.46","1.53"
"NIFTY INDIA CONSUMPTION","27 Apr 2012","22.43","3.44","1.54"
"NIFTY INDIA CONSUMPTION","26 Apr 2012","22.78","3.52","1.51"
"NIFTY INDIA CONSUMPTION","25 Apr 2012","22.91","3.54","1.50"
"NIFTY INDIA CONSUMPTION","24 Apr 2012","22.84","3.53","1.50"
"NIFTY INDIA CONSUMPTION","23 Apr 2012","22.84","3.53","1.50"
"NIFTY INDIA CONSUMPTION","20 Apr 2012","23.21","3.59","1.48"
"NIFTY INDIA CONSUMPTION","19 Apr 2012","23.23","3.59","1.48"
"NIFTY INDIA CONSUMPTION","18 Apr 2012","23.04","3.56","1.49"
"NIFTY INDIA CONSUMPTION","17 Apr 2012","22.90","3.54","1.50"
"NIFTY INDIA CONSUMPTION","16 Apr 2012","22.65","3.50","1.52"
"NIFTY INDIA CONSUMPTION","13 Apr 2012","22.78","3.56","1.52"
"NIFTY INDIA CONSUMPTION","12 Apr 2012","22.73","3.55","1.53"
"NIFTY INDIA CONSUMPTION","11 Apr 2012","22.52","3.52","1.54"
"NIFTY INDIA CONSUMPTION","10 Apr 2012","22.62","3.54","1.54"
"NIFTY INDIA CONSUMPTION","09 Apr 2012","22.45","3.51","1.55"
"NIFTY INDIA CONSUMPTION","04 Apr 2012","22.66","3.54","1.53"
"NIFTY INDIA CONSUMPTION","03 Apr 2012","22.83","3.57","1.52"
"NIFTY INDIA CONSUMPTION","02 Apr 2012","22.79","3.56","1.52"
"NIFTY INDIA CONSUMPTION","30 Mar 2012","22.73","3.55","1.53"
"NIFTY INDIA CONSUMPTION","29 Mar 2012","22.33","3.49","1.56"
"NIFTY INDIA CONSUMPTION","28 Mar 2012","22.28","3.48","1.56"
"NIFTY INDIA CONSUMPTION","27 Mar 2012","22.37","3.50","1.55"
"NIFTY INDIA CONSUMPTION","26 Mar 2012","22.18","3.47","1.57"
"NIFTY INDIA CONSUMPTION","23 Mar 2012","22.42","3.51","1.55"
"NIFTY INDIA CONSUMPTION","22 Mar 2012","22.18","3.47","1.57"
"NIFTY INDIA CONSUMPTION","21 Mar 2012","22.60","3.53","1.54"
"NIFTY INDIA CONSUMPTION","20 Mar 2012","22.27","3.48","1.56"
"NIFTY INDIA CONSUMPTION","19 Mar 2012","22.21","3.47","1.56"
"NIFTY INDIA CONSUMPTION","16 Mar 2012","22.31","3.49","1.56"
"NIFTY INDIA CONSUMPTION","15 Mar 2012","22.46","3.51","1.55"
"NIFTY INDIA CONSUMPTION","14 Mar 2012","22.68","3.55","1.53"
"NIFTY INDIA CONSUMPTION","13 Mar 2012","22.53","3.52","1.54"
"NIFTY INDIA CONSUMPTION","12 Mar 2012","22.37","3.50","1.55"
"NIFTY INDIA CONSUMPTION","09 Mar 2012","22.36","3.50","1.56"
"NIFTY INDIA CONSUMPTION","07 Mar 2012","22.10","3.46","1.58"
"NIFTY INDIA CONSUMPTION","06 Mar 2012","22.11","3.46","1.58"
"NIFTY INDIA CONSUMPTION","05 Mar 2012","22.35","3.50","1.56"
"NIFTY INDIA CONSUMPTION","03 Mar 2012","22.45","3.50","1.55"
"NIFTY INDIA CONSUMPTION","02 Mar 2012","22.46","3.50","1.55"
"NIFTY INDIA CONSUMPTION","01 Mar 2012","22.38","3.49","1.56"
"NIFTY INDIA CONSUMPTION","29 Feb 2012","22.47","3.50","1.55"
"NIFTY INDIA CONSUMPTION","28 Feb 2012","22.38","3.49","1.56"
"NIFTY INDIA CONSUMPTION","27 Feb 2012","22.07","3.44","1.58"
"NIFTY INDIA CONSUMPTION","24 Feb 2012","22.56","3.52","1.54"
"NIFTY INDIA CONSUMPTION","23 Feb 2012","22.50","3.51","1.55"
"NIFTY INDIA CONSUMPTION","22 Feb 2012","22.63","3.53","1.54"
"NIFTY INDIA CONSUMPTION","21 Feb 2012","23.05","3.59","1.51"
"NIFTY INDIA CONSUMPTION","17 Feb 2012","22.91","3.57","1.52"
"NIFTY INDIA CONSUMPTION","16 Feb 2012","22.92","3.57","1.52"
"NIFTY INDIA CONSUMPTION","15 Feb 2012","23.01","3.56","1.53"
"NIFTY INDIA CONSUMPTION","14 Feb 2012","22.64","3.50","1.55"
"NIFTY INDIA CONSUMPTION","10 Feb 2012","22.98","3.64","1.55"
"NIFTY INDIA CONSUMPTION","09 Feb 2012","22.81","3.65","1.55"
"NIFTY INDIA CONSUMPTION","08 Feb 2012","22.66","3.65","1.59"
"NIFTY INDIA CONSUMPTION","07 Feb 2012","22.67","3.65","1.59"
"NIFTY INDIA CONSUMPTION","06 Feb 2012","22.92","3.67","1.58"
"NIFTY INDIA CONSUMPTION","03 Feb 2012","22.90","3.68","1.58"
"NIFTY INDIA CONSUMPTION","02 Feb 2012","22.68","3.72","1.58"
"NIFTY INDIA CONSUMPTION","01 Feb 2012","22.32","3.67","1.60"
"NIFTY INDIA CONSUMPTION","31 Jan 2012","22.07","3.63","1.62"
"NIFTY INDIA CONSUMPTION","30 Jan 2012","21.71","3.57","1.65"
"NIFTY INDIA CONSUMPTION","27 Jan 2012","22.03","3.61","1.62"
"NIFTY INDIA CONSUMPTION","25 Jan 2012","21.89","3.59","1.63"
"NIFTY INDIA CONSUMPTION","24 Jan 2012","21.74","3.56","1.64"
"NIFTY INDIA CONSUMPTION","23 Jan 2012","21.71","3.54","1.65"
"NIFTY INDIA CONSUMPTION","20 Jan 2012","21.53","3.50","1.66"
"NIFTY INDIA CONSUMPTION","19 Jan 2012","21.57","3.50","1.66"
"NIFTY INDIA CONSUMPTION","18 Jan 2012","21.42","3.47","1.67"
"NIFTY INDIA CONSUMPTION","17 Jan 2012","21.51","3.49","1.67"
"NIFTY INDIA CONSUMPTION","16 Jan 2012","21.16","3.44","1.69"
"NIFTY INDIA CONSUMPTION","13 Jan 2012","21.09","3.43","1.69"
"NIFTY INDIA CONSUMPTION","12 Jan 2012","20.98","3.41","1.70"
"NIFTY INDIA CONSUMPTION","11 Jan 2012","20.84","3.38","1.72"
"NIFTY INDIA CONSUMPTION","10 Jan 2012","20.79","3.38","1.72"
"NIFTY INDIA CONSUMPTION","09 Jan 2012","20.41","3.31","1.75"
"NIFTY INDIA CONSUMPTION","07 Jan 2012","20.45","3.32","1.75"
"NIFTY INDIA CONSUMPTION","06 Jan 2012","20.47","3.32","1.75"
"NIFTY INDIA CONSUMPTION","05 Jan 2012","20.53","3.33","1.75"
"NIFTY INDIA CONSUMPTION","04 Jan 2012","20.47","3.33","1.76"
"NIFTY INDIA CONSUMPTION","03 Jan 2012","20.78","3.38","1.73"
"NIFTY INDIA CONSUMPTION","02 Jan 2012","20.47","3.37","1.73"
"NIFTY INDIA CONSUMPTION","30 Dec 2011","20.66","3.40","1.71"
"NIFTY INDIA CONSUMPTION","29 Dec 2011","20.69","3.41","1.71"
"NIFTY INDIA CONSUMPTION","28 Dec 2011","20.90","3.44","1.69"
"NIFTY INDIA CONSUMPTION","27 Dec 2011","21.06","3.47","1.68"
"NIFTY INDIA CONSUMPTION","26 Dec 2011","21.06","3.47","1.68"
"NIFTY INDIA CONSUMPTION","23 Dec 2011","20.78","3.42","1.70"
"NIFTY INDIA CONSUMPTION","22 Dec 2011","20.83","3.43","1.70"
"NIFTY INDIA CONSUMPTION","21 Dec 2011","20.69","3.42","1.70"
"NIFTY INDIA CONSUMPTION","20 Dec 2011","20.21","3.34","1.75"
"NIFTY INDIA CONSUMPTION","19 Dec 2011","20.55","3.41","1.72"
"NIFTY INDIA CONSUMPTION","16 Dec 2011","20.67","3.43","1.71"
"NIFTY INDIA CONSUMPTION","15 Dec 2011","20.94","3.48","1.70"
"NIFTY INDIA CONSUMPTION","14 Dec 2011","21.06","3.50","1.69"
"NIFTY INDIA CONSUMPTION","13 Dec 2011","21.19","3.53","1.68"
"NIFTY INDIA CONSUMPTION","12 Dec 2011","21.07","3.51","1.69"
